,age,games,games_starts,minutes,cards_yellow,cards_red,minutes_90s,goals,shots,shots_free_kicks,passes_completed,passes,passes_total_distance,passes_progressive_distance,passes_short,passes_medium,passes_long,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,tackles,tackles_won,dribble_tackles,dribbled_past,blocks,interceptions,clearances,errors,touches,touches_live_ball,dribbles,miscontrols,dispossessed,passes_received,fouls,fouled,ball_recoveries,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
816,22.983561643835618,15.0,15.0,1284.0,3.0,0.0,14.3,1.0,7.0,0.0,909.0,1058.0,18260.0,6872.0,354.0,485.0,196.0,1024.0,33.0,28.0,1.0,29.0,7.0,0.0,40.0,24.0,24.0,10.0,23.0,14.0,45.0,1.0,1216.0,1216.0,5.0,10.0,2.0,817.0,9.0,7.0,117.0,37.0,22.0,4,0,0,1,0,0,0
817,33.942465753424656,13.0,13.0,1058.0,4.0,0.0,11.8,0.0,5.0,0.0,722.0,818.0,15640.0,5053.0,217.0,400.0,176.0,791.0,25.0,21.0,0.0,13.0,2.0,0.0,28.0,13.0,14.0,12.0,15.0,21.0,43.0,0.0,947.0,947.0,5.0,1.0,5.0,634.0,11.0,8.0,62.0,32.0,23.0,15,1,0,1,0,0,0
818,23.208219178082192,1.0,0.0,13.0,0.0,0.0,0.1,0.0,1.0,0.0,17.0,19.0,348.0,123.0,5.0,12.0,2.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,17.0,2.0,0.0,2.0,1.0,0.0,0,0,0,1,0,0,0
819,28.926027397260274,12.0,12.0,1030.0,2.0,0.0,11.4,1.0,11.0,4.0,641.0,759.0,9396.0,3519.0,418.0,240.0,61.0,650.0,108.0,21.0,2.0,4.0,25.0,2.0,18.0,7.0,12.0,8.0,5.0,17.0,8.0,0.0,852.0,852.0,17.0,18.0,7.0,541.0,3.0,5.0,86.0,2.0,4.0,15,0,0,1,0,0,0
820,18.073972602739726,1.0,0.0,14.0,0.0,0.0,0.2,0.0,0.0,0.0,9.0,11.0,154.0,18.0,4.0,6.0,1.0,8.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0
821,27.4986301369863,10.0,5.0,516.0,1.0,0.0,5.7,1.0,10.0,0.0,221.0,303.0,3674.0,1353.0,127.0,106.0,43.0,249.0,54.0,7.0,0.0,4.0,20.0,0.0,8.0,5.0,5.0,2.0,13.0,8.0,9.0,0.0,375.0,375.0,15.0,13.0,5.0,226.0,6.0,8.0,33.0,4.0,2.0,15,0,0,1,1,0,0
822,31.202739726027396,8.0,7.0,564.0,2.0,0.0,6.3,0.0,4.0,0.0,313.0,421.0,5492.0,2050.0,169.0,163.0,58.0,357.0,64.0,5.0,1.0,3.0,15.0,0.0,15.0,7.0,9.0,5.0,7.0,9.0,15.0,0.0,480.0,480.0,10.0,8.0,5.0,296.0,12.0,4.0,42.0,7.0,3.0,15,1,0,1,0,0,0
823,24.493150684931507,2.0,0.0,49.0,0.0,0.0,0.5,0.0,0.0,0.0,21.0,28.0,459.0,191.0,9.0,11.0,7.0,24.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,1.0,1.0,0.0,18.0,0.0,1.0,4.0,1.0,1.0,6,0,0,1,0,0,0
824,24.87123287671233,12.0,11.0,885.0,4.0,0.0,9.8,0.0,1.0,0.0,511.0,583.0,8451.0,2261.0,261.0,227.0,60.0,551.0,32.0,24.0,0.0,5.0,3.0,0.0,15.0,9.0,10.0,12.0,12.0,13.0,9.0,1.0,666.0,666.0,7.0,8.0,10.0,426.0,15.0,14.0,69.0,8.0,5.0,7,0,0,0,0,0,1
825,28.86849315068493,10.0,3.0,399.0,4.0,0.0,4.4,0.0,3.0,0.0,215.0,243.0,3774.0,1140.0,91.0,104.0,33.0,234.0,8.0,6.0,0.0,1.0,0.0,0.0,17.0,11.0,4.0,5.0,6.0,5.0,11.0,0.0,304.0,304.0,5.0,7.0,0.0,205.0,9.0,3.0,34.0,5.0,2.0,15,1,0,1,0,0,1
826,19.40821917808219,15.0,15.0,1350.0,4.0,0.0,15.0,3.0,31.0,2.0,650.0,803.0,11555.0,3713.0,330.0,290.0,120.0,777.0,22.0,16.0,5.0,14.0,15.0,0.0,48.0,26.0,20.0,5.0,27.0,21.0,18.0,0.0,1049.0,1049.0,64.0,36.0,37.0,753.0,15.0,45.0,123.0,22.0,13.0,2,0,0,0,0,0,1
827,26.898630136986302,3.0,3.0,182.0,0.0,0.0,2.0,0.0,3.0,0.0,92.0,121.0,1687.0,549.0,46.0,44.0,21.0,117.0,2.0,2.0,0.0,1.0,1.0,0.0,8.0,6.0,6.0,0.0,4.0,4.0,2.0,0.0,146.0,146.0,4.0,4.0,2.0,94.0,2.0,1.0,15.0,0.0,2.0,15,2,1,0,0,0,1
828,26.567123287671233,15.0,12.0,1056.0,0.0,0.0,11.7,4.0,13.0,1.0,433.0,579.0,6495.0,1753.0,285.0,147.0,89.0,509.0,67.0,7.0,1.0,8.0,74.0,51.0,15.0,11.0,6.0,6.0,8.0,10.0,1.0,1.0,698.0,698.0,32.0,26.0,18.0,501.0,2.0,9.0,61.0,5.0,14.0,12,0,0,0,1,0,1
829,33.487671232876714,9.0,7.0,639.0,2.0,0.0,7.1,2.0,13.0,2.0,170.0,228.0,2177.0,552.0,119.0,63.0,15.0,208.0,19.0,10.0,0.0,1.0,10.0,1.0,15.0,10.0,1.0,7.0,5.0,2.0,4.0,0.0,299.0,299.0,9.0,18.0,9.0,203.0,9.0,10.0,23.0,4.0,11.0,15,2,1,0,0,0,1
830,23.84931506849315,10.0,9.0,671.0,0.0,0.0,7.5,0.0,18.0,1.0,170.0,239.0,2577.0,707.0,107.0,75.0,33.0,214.0,24.0,1.0,0.0,2.0,36.0,20.0,4.0,2.0,1.0,2.0,7.0,2.0,3.0,0.0,320.0,320.0,29.0,18.0,15.0,255.0,5.0,14.0,23.0,3.0,3.0,6,2,0,0,1,0,0
831,29.660273972602738,14.0,2.0,464.0,1.0,0.0,5.2,0.0,8.0,0.0,235.0,324.0,3790.0,1328.0,151.0,118.0,41.0,268.0,55.0,9.0,0.0,2.0,37.0,17.0,17.0,6.0,12.0,5.0,6.0,5.0,5.0,0.0,383.0,383.0,15.0,7.0,0.0,224.0,14.0,5.0,44.0,4.0,8.0,15,0,0,1,1,0,0
832,20.852054794520548,11.0,7.0,489.0,3.0,0.0,5.4,0.0,12.0,0.0,128.0,177.0,1684.0,491.0,97.0,45.0,13.0,167.0,9.0,2.0,0.0,1.0,7.0,5.0,6.0,2.0,6.0,9.0,7.0,4.0,0.0,0.0,250.0,250.0,27.0,21.0,9.0,181.0,7.0,9.0,20.0,6.0,1.0,9,0,0,0,1,0,1
833,18.2986301369863,4.0,2.0,161.0,0.0,0.0,1.8,1.0,4.0,0.0,27.0,36.0,341.0,152.0,20.0,9.0,2.0,33.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,16.0,5.0,1.0,52.0,3.0,7.0,5.0,1.0,2.0,4,2,1,0,1,0,0
834,18.013698630136986,14.0,8.0,769.0,0.0,0.0,8.5,6.0,26.0,0.0,94.0,134.0,1233.0,228.0,63.0,35.0,7.0,117.0,17.0,0.0,1.0,1.0,2.0,0.0,12.0,6.0,3.0,2.0,4.0,1.0,1.0,0.0,236.0,236.0,31.0,19.0,16.0,144.0,6.0,6.0,25.0,2.0,1.0,9,1,0,0,1,0,0
835,34.61643835616438,13.0,7.0,720.0,3.0,0.0,8.0,2.0,21.0,0.0,60.0,102.0,756.0,135.0,49.0,33.0,3.0,96.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,3.0,4.0,2.0,18.0,0.0,176.0,176.0,4.0,15.0,8.0,112.0,10.0,5.0,15.0,24.0,30.0,13,1,0,0,1,0,0
836,32.556164383561644,6.0,6.0,540.0,0.0,0.0,6.0,0.0,0.0,0.0,189.0,215.0,4257.0,2285.0,44.0,112.0,59.0,173.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,228.0,228.0,0.0,0.0,0.0,119.0,0.0,0.0,12.0,0.0,0.0,9,0,1,0,0,1,0
837,31.567123287671233,8.0,8.0,720.0,0.0,0.0,8.0,0.0,0.0,0.0,256.0,297.0,5553.0,3131.0,71.0,145.0,80.0,234.0,63.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,311.0,311.0,0.0,0.0,0.0,172.0,0.0,1.0,14.0,5.0,0.0,10,4,0,0,0,1,0
838,22.564383561643837,10.0,9.0,669.0,0.0,0.0,7.4,1.0,7.0,0.0,459.0,545.0,7858.0,2645.0,230.0,225.0,66.0,501.0,43.0,9.0,1.0,5.0,4.0,0.0,6.0,5.0,4.0,3.0,9.0,8.0,30.0,0.0,621.0,621.0,16.0,8.0,1.0,445.0,10.0,11.0,39.0,12.0,9.0,9,2,0,1,0,0,0
839,26.561643835616437,5.0,5.0,436.0,2.0,0.0,4.8,1.0,4.0,0.0,296.0,345.0,5556.0,2367.0,126.0,161.0,52.0,335.0,9.0,7.0,1.0,3.0,1.0,0.0,6.0,5.0,1.0,2.0,4.0,7.0,18.0,0.0,395.0,395.0,3.0,2.0,4.0,283.0,3.0,1.0,34.0,12.0,9.0,15,0,0,1,0,0,1
840,24.594520547945205,14.0,12.0,1034.0,2.0,0.0,11.5,0.0,7.0,0.0,485.0,654.0,8178.0,2463.0,268.0,239.0,106.0,514.0,139.0,12.0,3.0,3.0,88.0,32.0,22.0,13.0,7.0,8.0,14.0,10.0,17.0,1.0,747.0,747.0,23.0,12.0,7.0,454.0,15.0,11.0,59.0,9.0,9.0,4,0,0,1,1,0,0
841,31.161643835616438,12.0,7.0,676.0,0.0,0.0,7.5,0.0,4.0,0.0,457.0,536.0,7937.0,2521.0,219.0,241.0,50.0,464.0,71.0,19.0,0.0,5.0,9.0,3.0,18.0,11.0,9.0,7.0,10.0,5.0,14.0,0.0,602.0,602.0,6.0,8.0,3.0,398.0,7.0,4.0,31.0,11.0,9.0,15,2,0,1,0,0,0
843,25.753424657534246,14.0,10.0,975.0,5.0,0.0,10.8,0.0,12.0,0.0,465.0,635.0,7774.0,2645.0,283.0,220.0,85.0,554.0,78.0,8.0,1.0,3.0,25.0,1.0,37.0,22.0,21.0,8.0,23.0,18.0,19.0,0.0,773.0,773.0,11.0,15.0,9.0,463.0,13.0,12.0,69.0,11.0,5.0,12,1,0,1,0,0,1
844,26.47945205479452,1.0,1.0,90.0,0.0,0.0,1.0,0.0,4.0,0.0,42.0,54.0,808.0,189.0,22.0,24.0,8.0,52.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,61.0,0.0,0.0,2.0,44.0,1.0,0.0,8.0,3.0,0.0,15,4,0,1,0,0,0
845,25.4986301369863,4.0,4.0,334.0,2.0,0.0,3.7,0.0,2.0,0.0,103.0,136.0,1517.0,490.0,66.0,40.0,15.0,127.0,7.0,4.0,2.0,1.0,3.0,0.0,11.0,7.0,5.0,6.0,8.0,4.0,2.0,0.0,183.0,183.0,13.0,8.0,5.0,107.0,8.0,3.0,24.0,0.0,0.0,12,2,0,0,0,0,1
846,25.15890410958904,11.0,9.0,828.0,0.0,0.0,9.2,1.0,4.0,0.0,453.0,529.0,8190.0,2629.0,221.0,222.0,72.0,521.0,6.0,6.0,2.0,0.0,2.0,0.0,17.0,9.0,9.0,12.0,5.0,7.0,15.0,0.0,606.0,606.0,11.0,10.0,10.0,438.0,14.0,12.0,58.0,9.0,12.0,6,3,0,0,0,0,1
847,24.816438356164383,13.0,4.0,468.0,2.0,0.0,5.2,1.0,10.0,0.0,233.0,285.0,4047.0,1326.0,122.0,115.0,37.0,274.0,8.0,4.0,1.0,0.0,2.0,0.0,6.0,2.0,2.0,6.0,9.0,5.0,8.0,0.0,335.0,335.0,1.0,5.0,6.0,232.0,8.0,3.0,38.0,5.0,12.0,4,1,0,0,0,0,1
848,32.12876712328767,15.0,9.0,721.0,4.0,0.0,8.0,0.0,4.0,0.0,471.0,519.0,8047.0,2038.0,234.0,220.0,43.0,502.0,16.0,15.0,2.0,2.0,3.0,0.0,16.0,10.0,4.0,6.0,14.0,10.0,2.0,0.0,577.0,577.0,3.0,8.0,6.0,418.0,11.0,4.0,58.0,3.0,11.0,15,0,0,0,0,0,1
849,24.553424657534247,10.0,7.0,531.0,0.0,0.0,5.9,1.0,16.0,0.0,206.0,265.0,2838.0,795.0,129.0,82.0,21.0,246.0,17.0,6.0,11.0,2.0,7.0,7.0,8.0,4.0,4.0,2.0,8.0,2.0,1.0,0.0,346.0,346.0,23.0,21.0,15.0,258.0,7.0,19.0,35.0,3.0,7.0,5,0,0,0,0,0,1
850,22.084931506849315,13.0,11.0,946.0,0.0,1.0,10.5,1.0,18.0,2.0,488.0,608.0,8288.0,2211.0,302.0,184.0,83.0,529.0,78.0,25.0,8.0,10.0,48.0,34.0,13.0,9.0,4.0,4.0,13.0,10.0,8.0,0.0,712.0,712.0,32.0,22.0,12.0,481.0,12.0,17.0,64.0,1.0,8.0,3,1,0,0,1,0,1
851,31.09041095890411,12.0,6.0,584.0,2.0,0.0,6.5,2.0,4.0,0.0,194.0,233.0,2656.0,661.0,139.0,57.0,14.0,229.0,3.0,2.0,0.0,1.0,6.0,0.0,7.0,5.0,2.0,3.0,10.0,0.0,3.0,0.0,291.0,290.0,11.0,10.0,4.0,213.0,9.0,8.0,19.0,4.0,6.0,13,2,0,0,1,0,1
852,19.898630136986302,7.0,2.0,184.0,0.0,0.0,2.0,1.0,3.0,0.0,77.0,108.0,1064.0,275.0,53.0,33.0,7.0,87.0,21.0,2.0,0.0,1.0,10.0,0.0,8.0,2.0,4.0,3.0,4.0,1.0,0.0,0.0,130.0,130.0,10.0,1.0,7.0,84.0,6.0,2.0,4.0,3.0,4.0,1,0,0,1,1,0,0
853,25.03013698630137,15.0,14.0,1282.0,1.0,0.0,14.2,12.0,41.0,4.0,354.0,439.0,5447.0,1391.0,235.0,108.0,55.0,408.0,28.0,10.0,4.0,5.0,14.0,5.0,3.0,2.0,1.0,3.0,6.0,6.0,8.0,0.0,589.0,586.0,42.0,30.0,25.0,452.0,10.0,24.0,44.0,12.0,12.0,5,0,1,0,1,0,1
854,26.723287671232878,9.0,7.0,646.0,1.0,0.0,7.2,4.0,27.0,0.0,145.0,209.0,2260.0,478.0,87.0,79.0,13.0,192.0,13.0,1.0,1.0,2.0,13.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,294.0,294.0,30.0,20.0,11.0,238.0,4.0,4.0,15.0,2.0,4.0,15,0,0,0,1,0,0
855,27.052054794520547,15.0,9.0,795.0,1.0,0.0,8.8,2.0,26.0,0.0,169.0,236.0,2089.0,446.0,144.0,51.0,7.0,219.0,17.0,1.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,328.0,328.0,24.0,18.0,20.0,249.0,7.0,21.0,22.0,7.0,16.0,10,1,0,0,1,0,0
856,28.446575342465753,7.0,1.0,132.0,0.0,0.0,1.5,0.0,1.0,0.0,14.0,35.0,153.0,45.0,15.0,11.0,3.0,32.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,50.0,50.0,0.0,9.0,1.0,42.0,5.0,4.0,6.0,8.0,3.0,15,1,0,0,1,0,0
857,23.81095890410959,15.0,15.0,1312.0,2.0,0.0,14.6,0.0,5.0,0.0,864.0,1001.0,16458.0,6670.0,348.0,469.0,166.0,958.0,43.0,24.0,3.0,2.0,2.0,0.0,28.0,15.0,15.0,8.0,17.0,19.0,37.0,1.0,1142.0,1142.0,5.0,4.0,7.0,765.0,17.0,7.0,124.0,19.0,15.0,3,1,0,1,0,0,0
858,20.876712328767123,13.0,11.0,1007.0,7.0,2.0,11.2,1.0,8.0,0.0,598.0,724.0,9747.0,2931.0,341.0,283.0,74.0,653.0,71.0,17.0,1.0,0.0,13.0,0.0,20.0,13.0,9.0,4.0,22.0,11.0,32.0,1.0,851.0,851.0,12.0,10.0,5.0,555.0,16.0,13.0,60.0,21.0,20.0,2,0,0,1,0,0,0
859,26.786301369863015,15.0,14.0,1221.0,4.0,0.0,13.6,1.0,6.0,0.0,703.0,791.0,12892.0,4481.0,283.0,410.0,87.0,775.0,15.0,15.0,0.0,2.0,3.0,0.0,15.0,9.0,8.0,4.0,10.0,15.0,57.0,0.0,911.0,911.0,2.0,2.0,8.0,632.0,8.0,3.0,72.0,25.0,18.0,15,1,0,1,0,0,0
860,22.432876712328767,13.0,9.0,764.0,3.0,1.0,8.5,1.0,7.0,0.0,378.0,484.0,6025.0,1772.0,234.0,186.0,45.0,385.0,98.0,9.0,0.0,5.0,11.0,0.0,8.0,5.0,2.0,2.0,6.0,6.0,11.0,2.0,535.0,535.0,15.0,12.0,6.0,335.0,9.0,7.0,59.0,7.0,5.0,3,0,0,1,0,0,1
861,27.394520547945206,5.0,2.0,177.0,0.0,0.0,2.0,0.0,3.0,0.0,61.0,84.0,985.0,252.0,41.0,27.0,14.0,67.0,17.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,105.0,105.0,3.0,2.0,4.0,65.0,2.0,3.0,6.0,1.0,1.0,15,3,0,1,1,0,0
862,21.958904109589042,15.0,14.0,1175.0,1.0,0.0,13.1,5.0,15.0,0.0,423.0,545.0,5611.0,1980.0,332.0,136.0,33.0,438.0,107.0,5.0,0.0,3.0,30.0,0.0,26.0,11.0,11.0,9.0,13.0,9.0,23.0,0.0,699.0,699.0,72.0,29.0,20.0,452.0,9.0,28.0,48.0,6.0,10.0,2,0,0,1,0,0,1
863,24.895890410958906,7.0,1.0,113.0,1.0,0.0,1.3,0.0,2.0,0.0,61.0,76.0,860.0,177.0,45.0,22.0,4.0,60.0,15.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,82.0,82.0,1.0,1.0,1.0,58.0,2.0,1.0,6.0,2.0,2.0,6,3,0,1,0,0,0
865,24.13972602739726,10.0,7.0,563.0,1.0,0.0,6.3,1.0,7.0,0.0,313.0,368.0,4916.0,1358.0,175.0,144.0,23.0,356.0,10.0,8.0,0.0,1.0,4.0,0.0,25.0,11.0,15.0,5.0,7.0,13.0,10.0,0.0,451.0,451.0,4.0,8.0,11.0,296.0,8.0,11.0,56.0,7.0,4.0,9,2,0,0,0,0,1
866,29.397260273972602,14.0,9.0,783.0,2.0,0.0,8.7,3.0,14.0,5.0,396.0,532.0,6860.0,2360.0,212.0,182.0,103.0,464.0,64.0,31.0,1.0,2.0,43.0,27.0,15.0,6.0,8.0,9.0,15.0,7.0,5.0,0.0,622.0,622.0,11.0,12.0,11.0,404.0,15.0,8.0,42.0,3.0,6.0,15,0,0,0,0,0,1
867,28.175342465753424,13.0,12.0,980.0,4.0,0.0,10.9,1.0,9.0,1.0,503.0,601.0,8100.0,2028.0,288.0,220.0,55.0,580.0,20.0,16.0,0.0,3.0,3.0,0.0,25.0,17.0,9.0,6.0,13.0,15.0,20.0,1.0,699.0,699.0,1.0,9.0,2.0,455.0,19.0,5.0,56.0,14.0,14.0,8,0,0,0,0,0,1
868,26.07945205479452,11.0,3.0,422.0,3.0,0.0,4.7,1.0,8.0,1.0,164.0,203.0,2617.0,566.0,99.0,66.0,23.0,191.0,10.0,4.0,2.0,0.0,3.0,2.0,6.0,1.0,5.0,4.0,6.0,3.0,6.0,1.0,247.0,247.0,17.0,3.0,2.0,168.0,6.0,10.0,27.0,0.0,4.0,13,1,0,0,1,0,1
869,33.608219178082194,10.0,4.0,493.0,1.0,0.0,5.5,1.0,5.0,0.0,248.0,311.0,3706.0,1211.0,154.0,96.0,39.0,290.0,20.0,12.0,0.0,0.0,12.0,7.0,17.0,7.0,12.0,8.0,4.0,7.0,4.0,0.0,370.0,370.0,7.0,8.0,2.0,243.0,7.0,10.0,33.0,2.0,7.0,15,1,1,0,0,0,1
870,23.386301369863013,15.0,15.0,1251.0,1.0,0.0,13.9,6.0,27.0,0.0,352.0,469.0,5258.0,1155.0,242.0,137.0,51.0,436.0,30.0,4.0,6.0,2.0,46.0,5.0,10.0,6.0,6.0,7.0,4.0,3.0,2.0,0.0,575.0,574.0,41.0,25.0,19.0,472.0,6.0,8.0,41.0,2.0,9.0,1,0,0,0,1,0,0
871,22.04931506849315,9.0,5.0,477.0,0.0,0.0,5.3,0.0,2.0,0.0,168.0,197.0,2772.0,652.0,103.0,64.0,22.0,176.0,19.0,7.0,1.0,2.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,221.0,221.0,19.0,4.0,12.0,192.0,2.0,18.0,20.0,0.0,3.0,8,3,0,0,1,0,1
872,22.364383561643837,4.0,1.0,82.0,0.0,0.0,0.9,1.0,2.0,0.0,23.0,28.0,279.0,86.0,19.0,6.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,39.0,39.0,4.0,2.0,1.0,26.0,0.0,1.0,5.0,1.0,4.0,4,2,1,0,1,0,0
873,22.545205479452054,8.0,3.0,355.0,0.0,0.0,3.9,0.0,5.0,0.0,92.0,113.0,1194.0,235.0,66.0,26.0,6.0,108.0,5.0,0.0,1.0,0.0,3.0,2.0,5.0,4.0,1.0,4.0,10.0,2.0,1.0,0.0,167.0,167.0,10.0,15.0,6.0,118.0,12.0,10.0,15.0,3.0,7.0,2,1,0,0,1,0,0
874,32.632876712328766,2.0,1.0,49.0,0.0,0.0,0.5,0.0,0.0,0.0,7.0,14.0,82.0,29.0,7.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,15,2,0,0,1,0,0
875,26.835616438356166,11.0,10.0,858.0,0.0,0.0,9.5,2.0,28.0,1.0,158.0,227.0,1918.0,406.0,141.0,59.0,5.0,208.0,18.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,316.0,316.0,12.0,28.0,12.0,260.0,3.0,14.0,18.0,26.0,36.0,15,0,1,0,1,0,0
876,27.898630136986302,8.0,2.0,281.0,1.0,0.0,3.1,0.0,11.0,0.0,44.0,74.0,637.0,252.0,36.0,20.0,7.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,110.0,110.0,2.0,10.0,5.0,84.0,7.0,0.0,13.0,10.0,10.0,13,0,0,0,1,0,1
877,32.38356164383562,15.0,15.0,1350.0,2.0,0.0,15.0,0.0,0.0,0.0,255.0,394.0,6686.0,4331.0,49.0,134.0,206.0,260.0,130.0,29.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,421.0,421.0,0.0,0.0,0.0,174.0,0.0,2.0,13.0,1.0,0.0,15,3,0,0,0,1,0
878,23.394520547945206,15.0,15.0,1341.0,3.0,0.0,14.9,1.0,6.0,0.0,661.0,825.0,12360.0,4474.0,256.0,412.0,128.0,792.0,32.0,23.0,1.0,6.0,2.0,0.0,22.0,14.0,14.0,13.0,23.0,22.0,72.0,0.0,1022.0,1022.0,6.0,16.0,7.0,588.0,19.0,7.0,110.0,19.0,29.0,2,0,0,1,0,0,0
879,26.578082191780823,3.0,2.0,163.0,0.0,0.0,1.8,0.0,1.0,0.0,80.0,101.0,1377.0,381.0,34.0,52.0,9.0,98.0,3.0,2.0,0.0,1.0,2.0,0.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,0.0,120.0,120.0,3.0,1.0,0.0,81.0,0.0,0.0,13.0,4.0,3.0,15,4,0,1,0,0,0
880,38.85205479452055,4.0,2.0,207.0,0.0,0.0,2.3,0.0,0.0,0.0,104.0,123.0,2117.0,718.0,28.0,70.0,23.0,115.0,7.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,0.0,3.0,17.0,0.0,155.0,155.0,0.0,1.0,0.0,91.0,1.0,2.0,15.0,5.0,1.0,15,0,1,1,0,0,0
881,23.720547945205478,9.0,7.0,557.0,1.0,0.0,6.2,0.0,14.0,3.0,292.0,431.0,5244.0,2035.0,164.0,137.0,90.0,315.0,113.0,13.0,1.0,7.0,54.0,19.0,13.0,8.0,8.0,0.0,8.0,7.0,11.0,1.0,499.0,499.0,26.0,7.0,5.0,267.0,8.0,8.0,53.0,5.0,3.0,15,3,0,1,0,0,0
882,28.175342465753424,9.0,4.0,471.0,0.0,0.0,5.2,0.0,6.0,0.0,207.0,277.0,3723.0,1519.0,109.0,93.0,58.0,222.0,54.0,8.0,0.0,3.0,33.0,9.0,13.0,9.0,6.0,7.0,7.0,9.0,12.0,0.0,330.0,330.0,4.0,4.0,3.0,179.0,6.0,5.0,35.0,4.0,2.0,15,3,1,1,0,0,0
883,32.66027397260274,4.0,0.0,79.0,0.0,0.0,0.9,0.0,0.0,0.0,31.0,53.0,680.0,507.0,19.0,22.0,9.0,37.0,15.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,61.0,61.0,2.0,2.0,0.0,31.0,0.0,0.0,5.0,1.0,0.0,15,3,0,1,0,0,0
884,25.8,15.0,13.0,1170.0,4.0,0.0,13.0,2.0,10.0,0.0,584.0,683.0,9959.0,3247.0,283.0,303.0,58.0,657.0,20.0,19.0,2.0,1.0,3.0,0.0,18.0,10.0,7.0,7.0,7.0,17.0,13.0,0.0,791.0,791.0,6.0,9.0,6.0,518.0,16.0,20.0,92.0,13.0,11.0,13,1,0,0,0,0,1
885,22.01095890410959,10.0,7.0,711.0,1.0,0.0,7.9,2.0,12.0,0.0,227.0,311.0,3351.0,1064.0,165.0,99.0,28.0,269.0,41.0,3.0,1.0,0.0,4.0,0.0,21.0,14.0,11.0,9.0,8.0,7.0,10.0,0.0,412.0,412.0,32.0,20.0,12.0,242.0,12.0,10.0,49.0,8.0,6.0,1,0,0,1,0,0,1
886,32.12328767123287,12.0,8.0,598.0,2.0,0.0,6.6,3.0,4.0,0.0,297.0,348.0,4783.0,1465.0,165.0,128.0,36.0,333.0,13.0,11.0,3.0,1.0,3.0,0.0,15.0,11.0,5.0,9.0,7.0,5.0,8.0,0.0,399.0,399.0,4.0,1.0,4.0,268.0,10.0,11.0,39.0,4.0,4.0,15,1,0,0,0,0,1
888,26.306849315068494,13.0,11.0,961.0,1.0,0.0,10.7,7.0,18.0,4.0,451.0,557.0,7383.0,2206.0,261.0,199.0,64.0,517.0,37.0,16.0,2.0,6.0,29.0,19.0,25.0,16.0,17.0,5.0,9.0,7.0,6.0,1.0,669.0,667.0,20.0,14.0,10.0,464.0,17.0,17.0,64.0,5.0,14.0,8,0,0,0,1,0,1
